,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S2,Q4,Q5,Q6A,Q6B,Q9,Q10,Q11,Q12,Q14,Q15A7,Q16,Q17B,Q17C,Q17D,Q19,Q20,Q21A_Year,Q21A_Month,Q21B_Year,Q21B_Month,Q21C_Year,Q21C_Month,Q21D_Year,Q21D_Month,w6_identity,w6_outness,w6_outness_timing,Q23,Q24_Refused,Q25,Q26,Q27,Q28,w6_friend_connect_1,w6_friend_connect_2,w6_friend_connect_3,w6_friend_connect_4,w6_friend_connect_Refused,Q32,Q34,Q35_Refused,w6_sex_frequency,w6_otherdate,w6_how_many,w6_how_meet_Refused,w6_otherdate_app,w6_how_many_app,partyid7,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,w6_relationship_quality,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
2883,3505,2880739,Qualified,0.9002,70519.0,,895,70112.0,1.0120275,70245.0,14,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,61.0,Bachelors degree,Bachelors degree,Strong Democrat,7th or 8th grade,I met [Partner Name] in [Answer in Q15A6],4.0,Twice,I am sexually attracted only to men,nan,Yes,nan,2002,August,2002,September,2005,April,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,Yes,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,2 to 3 times a month,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,Not asked,Once a year or less,60,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$175,000 to $199,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,61.0,Bachelors degree,Bachelors degree,Strong Democrat,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,2.0,sexually attracted only to opposite gender,Yes,nan,2002.0,August,no,2002.0,September,0.0,2005.0,April,,,heterosexual or straight,nan,,[Partner Name] earned more,172.0,Different High School,2.0,No,No,yes,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,14.833333,,0.9909577,1,2002625,2002.7084,45.0,0.08337402,2005.2916,2.583252,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,172.0,3.0,good,no,yes,no,yes,White,no,16.0,7.5,16.0,14.0
2886,3509,1914679,Qualified,1.0031,78580.0,,0.9973,78126.0,1.127704,78274.0,7,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,29.0,"Some college, no degree",Associate degree,Leans Democrat,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],0.0,Once,nan,I am sexually attracted only to women,Yes,nan,2014,February,2014,February,2014,September,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Republican,Every day,No,Once a year or less,42,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Divorced,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,29.0,"Some college, no degree",Associate degree,Leans Democrat,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,Yes,nan,2014.0,February,no,2014.0,February,0.0,2014.0,September,,,heterosexual or straight,nan,,I earned more,78.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,3.4166667,,1.1042259,0,2014125,2014125,39.0,0.0,2014.7084,0.583374,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,78.0,2.0,good,no,no,no,yes,White,no,14.0,12.0,13.0,12.0
2888,3512,855631,Qualified,0.9787,76669.0,,0.9731,76230.0,1.1003397,76375.0,6,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,19.0,"Some college, no degree","Some college, no degree",Leans Republican,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],2.0,Never married,nan,I am sexually attracted only to women,No,No,2017,March,2017,April,nan,nan,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an app on my phone (like Tinder or Grindr)",Fair,nan,Once or twice a week,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","One person. I met only one person besides [Partner Name] in the past year for dating, or romance, or sex.",nan,"Yes, I have used a phone dating app in the past year to meet someone besides [Partner Name] in person for dating, roman","One person. Using phone apps, I met only one person besides [Partner Name] in the past year for dating or romance, or s",Strong Republican,At least once a week but not every day,No,Never,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,1,A one-family house attached to one or more houses,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,19.0,"Some college, no degree","Some college, no degree",Leans Republican,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,No,No,2017.0,March,no,2017.0,April,0.0,,nan,,,heterosexual or straight,nan,,I earned more,31.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an app on my phone (like Tinder or Grindr)",Fair,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","No, I have not met anyone for dating, romance, or sex in the past year",2.0,"No, I have not used a phone dating app in the past year to meet someone in person",1.0,yes,no,0.25,1.0,1.0774312,0,2017.2084,2017.2916,25.0,0.08325195,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,31.0,2.0,fair,no,no,no,no,White,no,13.0,13.0,13.0,16.0
2890,3515,2772309,Qualified,0.7533,59012.0,,749,58675.0,0.846937,58786.0,7,Completed survey in over 2 minutes,gen pop,I have a romantic partner who is not yet a sexual partner,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,41.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",1.0,Never married,nan,I am sexually attracted only to women,No,No,2017,March,2017,June,nan,nan,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Good,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Every day,No,Once a year or less,61,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,41.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",1.0,0.0,sexually attracted only to opposite gender,No,No,2017.0,March,no,2017.0,June,0.0,,nan,,,heterosexual or straight,nan,,I earned more,106.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,0.083333336,,0.8293043,0,2017.2084,2017.4584,61.0,0.25,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,106.0,1.0,good,no,no,no,no,White,yes,12.0,12.0,16.0,16.0
2893,3518,2765873,Qualified,,,0.1903,,,0.058970314,4093.0,10,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,45.0,12th grade no diploma,7th or 8th grade,Undecided/Independent/Other,No formal education,I met [Partner Name] in [Answer in Q15A6],4.0,Once,"I am mostly sexually attracted to women, less often sexually attracted to men",nan,No,No,1995,July,2015,April,nan,nan,nan,nan,bisexual,All or most of them,13,[Partner Name] earned more,nan,Different High School,nan,Yes,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,Not asked,Never,39,35-44,30-44,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$12,500 to $14,999",Widowed,Metro,Midwest,East-North Central,Rented for cash,0,0,0,1,1,Not working - disabled,Yes,No,Yes,No,No,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,lesbian couple,[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,45.0,12th grade no diploma,7th or 8th grade,Undecided/Independent/Other,No formal education,United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,1.0,"sexually attracted mostly to same gender, sometimes opposite gender",No,No,1995.0,July,no,2015.0,April,0.0,,nan,,,bisexual,All or most of them,13.0,[Partner Name] earned more,241.0,Different High School,,Yes,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,2.25,,0.082981065,1,1995.5416,2015.2916,17.0,19.75,,,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,241.0,2.0,good,yes,yes,no,no,"American Indian, Aleut, or Eskimo",yes,7.5,0.0,12.0,13.0
2895,3520,2521249,Qualified,,,0.7737,,,0.23975475,16641.0,6,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,30.0,10th grade,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],0.0,Never married,"I am mostly sexually attracted to men, less often sexually attracted to women",nan,Yes,nan,2004,April,2004,May,2004,September,nan,nan,bisexual,Only a few of them,21,I earned more,nan,Different High School,nan,No,No,Yes,No,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Every day,Not asked,Never,39,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$5,000 to $7,499",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,30.0,10th grade,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,"sexually attracted mostly to opposite gender, sometimes same gender",Yes,nan,2004.0,April,no,2004.0,May,0.0,2004.0,September,,,bisexual,Only a few of them,21.0,I earned more,154.0,Different High School,,No,No,yes,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,13.166667,,0.33737493,1,2004.2916,2004375,26.0,0.08337402,2004.7084,0.33337402,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,154.0,1.0,good,yes,no,no,no,White,no,12.0,12.0,10.0,12.0
2902,3529,2883019,Qualified,0.7935,62161.0,,789,61808.0,0.89216727,61925.0,37,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,69.0,Associate degree,No formal education,Strong Democrat,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],5.0,Twice,nan,I am sexually attracted only to women,Yes,nan,1996,June,1996,July,1996,October,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Republican,Not asked,No,Once a week,75,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,69.0,Associate degree,No formal education,Strong Democrat,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],5.0,2.0,sexually attracted only to opposite gender,Yes,nan,1996.0,June,no,1996.0,July,0.0,1996.0,October,,,heterosexual or straight,nan,,I earned more,63.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,21.0,,0.87359285,0,1996.4584,1996.5416,54.0,0.08325195,1996.7916,0.25,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,63.0,1.0,excellent,no,no,no,no,White,no,0.0,12.0,14.0,13.0
2924,3553,2935093,Qualified,0.8345,65373.0,,0.8297,64997.0,0.9381891,65120.0,9,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,25.0,"Some college, no degree",HS graduate or GED,Leans Democrat,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],4.0,Once,nan,I am sexually attracted only to women,No,No,2014,December,2014,Refused,nan,nan,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,Yes,No,No,No,No,"Yes, a social networking site (like Facebook or Myspace)",Fair,nan,Once or twice a week,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","One person. I met only one person besides [Partner Name] in the past year for dating, or romance, or sex.",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Strong Republican,Not asked,Not asked,A few times a year,46,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,2,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,25.0,"Some college, no degree",HS graduate or GED,Leans Democrat,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,1.0,sexually attracted only to opposite gender,No,No,2014.0,December,no,2014.0,December,1.0,,nan,,,heterosexual or straight,nan,,I earned more,36.0,Different High School,2.0,No,No,yes,no,no,no,"Yes, a social networking site (like Facebook or Myspace)",Fair,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","No, I have not met anyone for dating, romance, or sex in the past year",1.0,nan,1.0,yes,no,2.5833333,0.0,0.9186565,0,2014.9584,2014.9584,43.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,36.0,1.0,fair,no,no,no,no,White,no,12.0,13.0,13.0,14.0
2929,3558,2828467,Qualified,,,0.9213,,,0.28549317,19816.0,4,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,22.0,Bachelors degree,Bachelors degree,Strong Democrat,Bachelors degree,I met [Partner Name] in [Answer in Q15A6],12.0,Never married,nan,I am sexually attracted only to men,No,No,2015,September,2015,September,nan,nan,nan,nan,gay,All or most of them,19,[Partner Name] was not working for pay,nan,Different High School,Attended same college or university,No,No,No,No,No,Yes,No,"Yes, an app on my phone (like Tinder or Grindr)",Excellent,nan,Once a month or less,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","One person. I met only one person besides [Partner Name] in the past year for dating, or romance, or sex.",nan,"Yes, I have used a phone dating app in the past year to meet someone besides [Partner Name] in person for dating, roman","One person. Using phone apps, I met only one person besides [Partner Name] in the past year for dating or romance, or s",Strong Democrat,Every day,No,A few times a year,21,18-24,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,22.0,Bachelors degree,Bachelors degree,Strong Democrat,Bachelors degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],12.0,0.0,sexually attracted only to same gender,No,No,2015.0,September,no,2015.0,September,0.0,,nan,,,gay,All or most of them,19.0,[Partner Name] was not working for pay,7.0,Different High School,1.0,No,No,no,no,no,yes,"Yes, an app on my phone (like Tinder or Grindr)",Excellent,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","No, I have not met anyone for dating, romance, or sex in the past year",2.0,"No, I have not used a phone dating app in the past year to meet someone in person",1.0,yes,no,1.8333334,1.0,0.4017365,0,2015.7084,2015.7084,19.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,7.0,1.0,excellent,no,no,no,no,White,no,16.0,16.0,16.0,13.0
2934,3563,2360145,Qualified,1.0769,84362.0,,1.0707,83876.0,1.2107016,84035.0,6,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,23.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,Professional or Doctorate degree,I met [Partner Name] in [Answer in Q15A6],1.0,Never married,nan,I am sexually attracted only to women,No,No,2017,June,2017,June,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Fair,nan,Once a day or more,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Six to Twenty people. I met between six and twenty different people besides [Partner Name] in the past year for dating,",nan,"Yes, I have used a phone dating app in the past year to meet someone besides [Partner Name] in person for dating, roman","Six to Twenty people. Using phone apps, I met between six and twenty people besides [Partner Name] in person, in the pa",Strong Republican,Every day,Not asked,A few times a year,27,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,23.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,Professional or Doctorate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],1.0,0.0,sexually attracted only to opposite gender,No,No,2017.0,June,no,2017.0,June,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,149.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Fair,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.",3.0,2.0,3.0,13.0,yes,no,0.083333336,13.0,1.1854955,0,2017.4584,2017.4584,27.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,149.0,1.0,fair,no,no,no,no,White,no,12.0,20.0,16.0,16.0
2938,3567,2441241,Qualified,0.7553,59168.0,,751,58831.0,0.8491985,58943.0,6,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,36.0,HS graduate or GED,7th or 8th grade,Undecided/Independent/Other,HS graduate or GED,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",3.0,Twice,nan,I am sexually attracted only to women,Yes,nan,2008,May,2008,August,2008,November,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,nan,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Refused,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Every day,No,Once a year or less,48,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,36.0,HS graduate or GED,7th or 8th grade,Undecided/Independent/Other,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",3.0,2.0,sexually attracted only to opposite gender,Yes,nan,2008.0,May,no,2008.0,August,0.0,2008.0,November,,,heterosexual or straight,nan,,I earned more,120.0,Different High School,,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",Refused,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,8.916667,,0.8315187,0,2008375,2008625,39.0,0.25,2008875,0.25,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,120.0,2.0,nan,no,yes,no,no,White,no,7.5,12.0,12.0,13.0
